,Senior Citizen,Partner,Dependents,Tenure,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Cluster
2488,No,No,No,31,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,Orange
2492,No,Yes,No,13,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,Orange
2494,No,No,No,35,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,Purple
2504,No,No,No,2,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,Green
2510,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,Green
2514,Yes,No,No,25,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,Green
2516,Yes,No,No,16,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,Green
2517,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,Green
2521,Yes,Yes,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,Purple
2526,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,Orange
2527,No,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,Green
2528,No,No,No,8,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,Green
2529,Yes,No,No,45,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,Purple
2536,No,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,Orange
2543,No,No,No,13,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,Green
2560,No,No,No,46,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,Purple
2563,Yes,No,No,25,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,Purple
2564,No,No,No,18,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,Green
2567,No,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,Purple
2570,No,Yes,No,30,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,Purple
2573,No,No,No,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,Orange
2574,Yes,No,No,39,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,Purple
2577,No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,Green
2578,Yes,Yes,Yes,31,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,Purple
2589,Yes,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,Green
2607,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,Green
2608,No,Yes,Yes,7,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,Orange
2609,No,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,Purple
2610,No,No,Yes,39,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,Orange
2611,No,Yes,No,10,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Green
2613,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,Green
2614,No,Yes,Yes,67,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,Purple
2616,No,Yes,Yes,6,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,Orange
2617,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,Orange
2619,Yes,No,No,33,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,Purple
2629,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,Green
2631,Yes,Yes,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,Green
2634,No,Yes,No,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,Green
2638,No,No,No,52,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,Purple
2639,No,No,No,22,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.45,Orange
2642,No,Yes,No,47,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,Purple
2643,No,No,No,33,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,Purple
2644,No,No,No,18,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,Orange
2651,No,No,No,24,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,Green
2654,No,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,Green
2655,No,No,Yes,4,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,Green
2662,No,No,No,2,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,Orange
2668,No,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Orange
2669,No,No,No,19,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,Green
2673,No,No,No,22,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,Green
2677,No,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,Green
2679,No,Yes,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,Green
2682,No,No,No,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.4,Orange
2683,No,No,No,7,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,Green
2686,Yes,No,No,19,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,Green
2688,No,Yes,No,5,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,Green
2690,Yes,Yes,Yes,8,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,Green
2703,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,Orange
2706,No,Yes,No,2,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,Green
2707,No,No,No,3,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,Green
2708,Yes,No,No,13,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,Green
2711,No,Yes,Yes,28,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,Purple
2720,No,No,No,15,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,Orange
2721,Yes,No,No,10,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,Green
2727,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,Green
2729,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,Green
2740,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,Orange
2741,Yes,No,No,5,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,Green
2745,Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,Green
2748,No,No,No,4,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,Orange
2752,No,Yes,Yes,31,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,Orange
2753,No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,Green
2756,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,Orange
2761,Yes,No,No,10,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,Orange
2769,No,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,Orange
2770,No,Yes,Yes,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,Green
2775,Yes,Yes,No,53,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,Purple
2776,Yes,Yes,No,16,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,Green
2779,No,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,Green
2780,No,No,No,25,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,Green
2784,No,No,Yes,4,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,Green
2790,No,No,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,Purple
2795,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,Green
2797,No,No,No,3,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,Green
2798,No,No,No,10,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,Green
2802,Yes,Yes,No,32,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,Purple
2804,No,Yes,No,9,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,Orange
2812,No,Yes,No,66,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,Purple
2815,No,No,No,3,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,Green
2818,No,Yes,Yes,29,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,Purple
2821,Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Green
2822,No,Yes,Yes,41,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,Purple
2829,Yes,No,No,8,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Green
2831,Yes,Yes,No,12,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,Green
2837,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,Orange
2844,Yes,Yes,No,4,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,Green
2861,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,Green
2862,No,Yes,No,7,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,Green
2869,No,No,No,6,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,Green
2871,No,Yes,No,14,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,Green
2873,No,No,No,25,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,Green
2875,No,Yes,No,22,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,Green
2877,No,Yes,Yes,61,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,Purple
2879,Yes,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,Purple
2887,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,Orange
2888,Yes,No,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,Green
2890,Yes,Yes,Yes,47,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,Purple
2891,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,Green
2893,No,No,No,22,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,Orange
2894,No,No,No,48,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,Purple
2900,Yes,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Green
2904,No,No,No,25,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,Green
2907,No,Yes,No,20,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,Green
2908,No,Yes,No,18,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,Green
2911,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,Green
2921,No,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,Green
2922,No,Yes,No,28,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,Purple
2924,No,No,No,11,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,Green
2939,Yes,No,No,12,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,Green
2940,Yes,No,No,53,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,Purple
2948,Yes,Yes,No,41,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,Purple
2953,No,Yes,Yes,20,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,Green
2954,No,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,Green
2955,No,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Green
2960,No,No,No,22,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,Green
2962,No,Yes,Yes,3,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,Orange
2965,No,No,No,51,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,Purple
2970,Yes,No,No,5,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,Green
2973,No,Yes,Yes,62,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,Purple
2974,No,No,No,28,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,Purple
2990,No,No,No,10,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,Orange
2997,Yes,Yes,No,69,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,Purple
3000,No,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,Green
3003,No,No,Yes,27,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,Green
3004,No,Yes,Yes,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,Green
3006,Yes,No,No,14,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,Green
3007,Yes,No,No,32,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,Green
3016,No,No,No,3,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,Orange
3019,No,Yes,Yes,22,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,Orange
3026,No,Yes,No,16,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,Green
3028,No,No,No,5,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,Orange
3029,No,Yes,Yes,23,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,Orange
3030,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,Green
3031,Yes,Yes,No,50,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,Purple
3034,No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Green
3040,No,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,Purple
3042,No,No,No,46,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,Orange
3043,Yes,No,No,2,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,Orange
3044,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,Orange
3047,No,Yes,No,32,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,Purple
3049,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,Orange
3050,No,No,No,5,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,Green
3055,No,No,Yes,49,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,Purple
3058,No,No,Yes,17,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,Orange
3061,Yes,No,No,23,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,Purple
3067,No,No,No,6,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,Green
3076,No,No,No,6,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,Orange
3078,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,Green
3079,No,No,No,4,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,Green
3081,No,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,Green
3085,No,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,Green
3087,No,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,Green
3090,No,No,No,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,Orange
3092,No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,Orange
3098,Yes,Yes,No,30,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,Green
3102,No,No,No,5,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,Orange
3103,Yes,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,Orange
3111,No,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,Purple
3115,No,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,Green
3119,Yes,Yes,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,Purple
3121,Yes,No,No,16,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,Orange
3127,No,No,No,29,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,Orange
3135,Yes,No,No,38,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,Purple
3136,No,No,No,17,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,Green
3138,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,Orange
3139,No,No,No,2,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,Orange
3141,Yes,No,No,2,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,Green
3142,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,Orange
3145,No,No,No,4,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,Green
3146,No,Yes,Yes,5,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,Green
3157,No,No,No,9,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,Orange
3158,No,Yes,No,18,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,Orange
3172,No,No,Yes,25,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,Green
3175,Yes,Yes,No,17,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,Green
3178,No,Yes,No,52,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,Purple
3183,Yes,Yes,No,3,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,Orange
3185,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,Orange
3188,No,No,No,8,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,Orange
3194,Yes,Yes,No,43,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,Orange
3197,No,Yes,Yes,22,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,Green
3200,No,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,Purple
3209,No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Green
3216,No,Yes,Yes,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,Orange
3224,No,No,No,7,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,Green
3229,No,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,Green
3240,No,Yes,No,54,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,Purple
3241,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,Orange
3245,No,Yes,Yes,23,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,Green
3246,No,No,No,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,Orange
3248,Yes,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,Green
3251,Yes,No,No,37,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,Purple
3260,No,No,No,31,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,Green
3262,No,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,Purple
3265,No,Yes,Yes,29,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,Green
3271,Yes,Yes,No,12,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,Green
3272,No,No,No,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,Green
3273,No,No,No,33,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,Green
3276,No,No,No,4,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,Green
3286,Yes,No,No,35,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Purple
